name,country
Umm Said,Qatar
Jazirat Halul,Qatar
Al Shaheen Terminal,Qatar
Saint-Denis,Reunion
Port Ouest,Reunion
Port Est,Reunion
Saint-Pierre,Reunion
Sulina,Romania
Mangalia,Romania
Galati,Romania
Constanta,Romania
Braila,Romania
Danube-Black Sea Canal,Romania
Basarabi,Romania
Cernavoda,Romania
Midia,Romania
Medgidia,Romania
Tulcea,Romania
Bukhta Gaydamak,Russia
Vyborg,Russia
Shakhtersk,Russia
Bukhta Vanino,Russia
Okha,Russia
Lesogorsk,Russia
Sovetskaya Gavan,Russia
Lazarev,Russia
Sochi,Russia
Provideniya,Russia
Kaliningrad,Russia
Kronshtadt,Russia
Bukhta Nagayeva,Russia
Kholmsk,Russia
Vladivostok,Russia
Nikolayevsk Na Amur,Russia
Vitaz Marine Terminal,Russia
Pevek,Russia
Murmansk,Russia
Arkhangels'k,Russia
Slavyanka,Russia
De Kastri,Russia
Primorsk,Russia
Nikol Skoye,Russia
Port Dikson,Russia
Azov,Russia
Port Beringovsky,Russia
Korsakov,Russia
Lomonosov,Russia
Igarka,Russia
Novorossiysk,Russia
Zarubino,Russia
Uglegorsk,Russia
Vostochnyy,Russia
Adler,Russia
Gelendzhik,Russia
Sankt-Peterburg,Russia
Ust Luga,Russia
Nakhodka,Russia
Pos'yet,Russia
Tuapse,Russia
Poronaysk,Russia
Temryuk,Russia
Anapa,Russia
Petropavlovsk,Russia
Mys Rogatyy Oktyabrskiy,Russia
Kavkaz Oil Terminal,Russia
Aleksandrovsk -Sakhalinskiy,Russia
Nevelsk,Russia
Mezen,Russia
Severodvinsk,Russia
Ostrovnoy Gremikha,Russia
Vitino,Russia
Rostov-Na-Donu,Russia
Yeysk,Russia
Dudinka,Russia
Shakotan,Russia
Taganrog,Russia
Tiksi,Russia
Okhotsk Iy Reyd,Russia
Baltiysk,Russia
Mys Abram,Russia
Gavan Vysotsk,Russia
Rabocheostrovsk,Russia
Moskal Vo,Russia
Kandalaksha,Russia
Bolshaya Piryu Guba,Russia
North Point,"Saint Helena, Ascension, and Tristan da Cunha"
Georgetown,"Saint Helena, Ascension, and Tristan da Cunha"
Edinburgh Of The Seven Seas,"Saint Helena, Ascension, and Tristan da Cunha"
Jamestown,"Saint Helena, Ascension, and Tristan da Cunha"
Charlestown,Saint Kitts and Nevis
Basseterre,Saint Kitts and Nevis
Grand Cul De Sac Bay,Saint Lucia
Castries,Saint Lucia
Vieux Fort,Saint Lucia
Port De St Pierre,Saint Pierre and Miquelon
Miquelon,Saint Pierre and Miquelon
Kingstown,Saint Vincent and the Grenadines (Windward Islands)
Apia,Samoa
Santo Antonio,Sao Tome and Principe
Sao Tome,Sao Tome and Principe
Dammam,Saudi Arabia
Ju Aymah Oil Terminal,Saudi Arabia
Ras  Tannurah,Saudi Arabia
Al Jubayl,Saudi Arabia
Jizan,Saudi Arabia
Ras Al Khafji,Saudi Arabia
Duba Bulk Plant Tanker Terminal,Saudi Arabia
Sharmah,Saudi Arabia
Ras Al Ghar,Saudi Arabia
Ras Al Mishab,Saudi Arabia
King Fahd Port,Saudi Arabia
Ju Aymah Lpg Terminal,Saudi Arabia
Jiddah,Saudi Arabia
Duba,Saudi Arabia
Yanbu,Saudi Arabia
Rabigh,Saudi Arabia
Lyndiane,Senegal
Dakar,Senegal
St Louis,Senegal
Rufisque,Senegal
M Bao Oil Terminal,Senegal
Karabane,Senegal
Victoria,Seychelles
Pepel,Sierra Leone
Freetown,Sierra Leone
Bonthe,Sierra Leone
Keppel -,Singapore
Serangoon Harbor,Singapore
Pulau Bukom,Singapore
Jurong Island,Singapore
Pulau Sebarok,Singapore
Coles Bay Oil Terminal,Sint Maarten
Philipsburg,Sint Maarten
Piran,Slovenia
Koper,Slovenia
Ringgi Cove,Solomon Islands
Gizo Harbor,Solomon Islands
Tulaghi,Solomon Islands
Honiara,Solomon Islands
Port Noro,Solomon Islands
Yandina,Solomon Islands
Marka,Somalia
Berbera,Somalia
Baraawe,Somalia
Muqdisho,Somalia
Boosaaso,Somalia
Kismaayo,Somalia
Durban,South Africa
Richards Bay,South Africa
Mossel Bay,South Africa
Cape Town,South Africa
East London,South Africa
Simonstown,South Africa
Saldanha Bay,South Africa
Port Elizabeth,South Africa
Grytviken,South Georgia and South Sandwich Islands
Stromness Harbor,South Georgia and South Sandwich Islands
Prince Olav Harbor,South Georgia and South Sandwich Islands
Daesan Hang,South Korea
Mokpo,South Korea
Masan,South Korea
Pohang,South Korea
Kunsan,South Korea
Busan,South Korea
Mukho,South Korea
Inchon,South Korea
Ulsan,South Korea
Pyeongtaek Hang,South Korea
Tonghae,South Korea
Chinae,South Korea
Sokch'o Hang,South Korea
Gwangyang Hang,South Korea
Las Hormigas,Spain
Algeciras,Spain
Islas Hormigas,Spain
Aviles,Spain
Ribadeo,Spain
Puerto De Pasajes,Spain
Villagarcia De Arosa,Spain
Marin,Spain
Motril,Spain
Almeria,Spain
Sevilla,Spain
San Feliu De Guixols,Spain
Malaga,Spain
Gijon,Spain
Ferrol,Spain
San Ciprian,Spain
Huelva,Spain
La Coruna,Spain
Hornillo,Spain
Cadiz,Spain
Tarragona,Spain
Puerto De Alcudia,Spain
Vigo,Spain
Ceuta,Spain
Villanueva Y Geltru,Spain
Puerto Del Rosario,Spain
El Grao,Spain
Ibiza,Spain
Valencia,Spain
Cartagena,Spain
Santa Cruz De Tenerife,Spain
Mahon,Spain
Puerto De Carboneras,Spain
Burriana,Spain
Puerto De Bilbao,Spain
Palamos,Spain
Las Palmas,Spain
Rosas,Spain
Santa Cruz De La Palma,Spain
Alicante,Spain
Torrevieja,Spain
Rota,Spain
Barcelona,Spain
Sagunto,Spain
Palma De Mallorca,Spain
Santander,Spain
Puerto De Gandia,Spain
Bermeo,Spain
Puerto De Garrucha,Spain
Adra,Spain
Aguilas,Spain
Arrecife,Spain
Hambantota,Sri Lanka
Batticaloa Roads,Sri Lanka
Kankesanturai,Sri Lanka
Trincomalee Harbor,Sri Lanka
Colombo,Sri Lanka
Galle Harbor,Sri Lanka
Beshayer Oil Terminal,Sudan
Port Sudan,Sudan
Al Khair Oil Terminal,Sudan
Sawakin Harbor,Sudan
Paranam,Suriname
Moengo,Suriname
Nieuw Nickerie,Suriname
Paramaribo,Suriname
Ny Alesund,Svalbard
Longyearbyen,Svalbard
Barentsburg,Svalbard
Vastervik,Sweden
Storugns,Sweden
Uddevalla,Sweden
Sandhamn,Sweden
Skelleftehamn,Sweden
Stromstad,Sweden
Ystad,Sweden
Ornskoldsvik,Sweden
Vallvik,Sweden
Vasteras,Sweden
Stora Jatterson,Sweden
Utansjo,Sweden
Oxelosund,Sweden
Umea Hamn,Sweden
Sodertalje,Sweden
Ronneby,Sweden
Sandvik,Sweden
Bollstabruk,Sweden
Kopmanholmen,Sweden
Nordmaling,Sweden
Obbola,Sweden
Gumbodahamn,Sweden
Stenungsund,Sweden
Kagehamn,Sweden
Hudiksvall,Sweden
Sandarne,Sweden
Vaja,Sweden
Rundvik,Sweden
Trelleborg,Sweden
Ronehamn,Sweden
Stockholm,Sweden
Visby,Sweden
Soraker,Sweden
Varberg,Sweden
Solvesborg,Sweden
Karskar,Sweden
Gustavsberg,Sweden
Ulvvik,Sweden
Skutskar,Sweden
Stockvik,Sweden
Slite,Sweden
Vivstavarv,Sweden
Sundsvall,Sweden
Pitea,Sweden
Hallstavik,Sweden
Stocka,Sweden
Verkeback,Sweden
Oskarshamn,Sweden
Bovallstrand,Sweden
Marstrand,Sweden
Hoganas,Sweden
Norrkoping,Sweden
Soderhamn,Sweden
Simrishamn,Sweden
Torehamn,Sweden
Karlshamn,Sweden
Nykoping,Sweden
Limhamn,Sweden
Karlskrona,Sweden
Kalmar,Sweden
Fjallbacka,Sweden
Nynashamn,Sweden
Gavle,Sweden
Lulea,Sweden
Karlsborg,Sweden
Lunde,Sweden
Gustavsvik,Sweden
Malmo,Sweden
Harnosand,Sweden
Norrsundet,Sweden
Hargshamn,Sweden
Grisslehamn,Sweden
Klintehamn,Sweden
Farosund,Sweden
Grebbestad,Sweden
Degerhamn,Sweden
Figeholm,Sweden
Bergkvara,Sweden
Halmstad,Sweden
Iggesund,Sweden
Landskrona,Sweden
Hunnebostrand,Sweden
Falkenberg,Sweden
Goteborg,Sweden
Brannfors,Sweden
Husum,Sweden
Domsjo,Sweden
Kramfors,Sweden
Ahus,Sweden
Helsingborg,Sweden
Lysekil,Sweden
Brofjorden,Sweden
Baniyas,Syria
Tartus,Syria
Al Ladhiqiyah,Syria
Mailiao,Taiwan
Chi-Lung,Taiwan
Hua-Lien Kang,Taiwan
Kao-Hsiung,Taiwan
Tai-Chung Kang,Taiwan
Tan-Shui,Taiwan
Peng-Hu Kang,Taiwan
Su-Ao,Taiwan
Chake Chake,Tanzania
Dar Es Salaam,Tanzania
Mjimwema Terminal,Tanzania
Tanga,Tanzania
Mtwara,Tanzania
Mikindani,Tanzania
Kilwa Kivinje,Tanzania
Zanzibar,Tanzania
Laem Chabang,Thailand
Petchburi Terminal,Thailand
Si Racha Terminal,Thailand
Siam Seaport,Thailand
Ko Si Chang Terminal,Thailand
Si Racha,Thailand
Songkhla Harbor,Thailand
Sattahip,Thailand
Benchamas Terminal,Thailand
Khanom,Thailand
Phuket,Thailand
Erawan Terminal,Thailand
Rayong Tpi Terminal,Thailand
Pattani,Thailand
Map Ta Phut,Thailand
Krabi,Thailand
Bongkot Terminal,Thailand
Bangkok,Thailand
Bang Saphan,Thailand
Kantang Harbor,Thailand
Tantawan Marine Terminal,Thailand
Freeport,The Bahamas
Clifton Pier,The Bahamas
South Riding Point,The Bahamas
Nassau,The Bahamas
Cockburn Town,The Bahamas
Matthew Town,The Bahamas
Banjul,The Gambia
Dili,Timor-Leste
Kpeme,Togo
Lome,Togo
Pangai,Tonga
Neiafu,Tonga
Nuku Alofa,Tonga
Chaguaramas,Trinidad and Tobago
Point Lisas Industrial Port,Trinidad and Tobago
Anse Tembladora,Trinidad and Tobago
Pointe A Pierre,Trinidad and Tobago
Point Lisas Port,Trinidad and Tobago
Brighton,Trinidad and Tobago
Point Fortin,Trinidad and Tobago
Galeota Point Terminal,Trinidad and Tobago
Port Of Spain,Trinidad and Tobago
Scarborough,Trinidad and Tobago
Mahdia,Tunisia
Didon Terminal,Tunisia
Tunis,Tunisia
Zarzis,Tunisia
Ashtart Oil Terminal,Tunisia
Menzel Bourguiba,Tunisia
Sousse,Tunisia
Tabarka,Tunisia
Gabes,Tunisia
Rades,Tunisia
La Goulette,Tunisia
Houmt Souk,Tunisia
Tazerka Oil Terminal,Tunisia
Skhira,Tunisia
Banzart,Tunisia
Mersa Sfax,Tunisia
Antalya Offshore Terminal,Turkey
Antalya,Turkey
Izmir,Turkey
Mudanya,Turkey
Botas Dortyol Oil Terminal,Turkey
Eceabat,Turkey
Bodrum,Turkey
Dikili,Turkey
Trabzon,Turkey
Bandirma,Turkey
Nemrut Limani Bay,Turkey
Tekirdag,Turkey
Izmit,Turkey
Yakacik,Turkey
Mersin,Turkey
Inebolu,Turkey
Samsun,Turkey
Yarimca,Turkey
Erdek,Turkey
Tasucu,Turkey
Ambarli,Turkey
Istinye,Turkey
Toros Gubre,Turkey
Rize,Turkey
Borusan Fertilizer Jetty,Turkey
Aliaga,Turkey
Botas,Turkey
Aksaz Limani,Turkey
Fethiye,Turkey
Ayvalik,Turkey
Sinop,Turkey
Golcuk Burnu,Turkey
Defterdar Burnu,Turkey
Gebze,Turkey
Botas Natural Gas Terminal,Turkey
Eregli,Turkey
Hopa,Turkey
Kaba Burnu,Turkey
Giresun,Turkey
Gemlik,Turkey
Iskenderun,Turkey
Marmaris,Turkey
Istanbul,Turkey
Kusadasi,Turkey
Gulluk,Turkey
Delta Terminal,Turkey
Karabiga,Turkey
Canakkale,Turkey
Haydarpasa,Turkey
Zonguldak,Turkey
Derince Burnu,Turkey
Alanya,Turkey
Ordu,Turkey
Gelibolu,Turkey
Grand Turk,Turks and Caicos Islands
Cockburn Harbor,Turks and Caicos Islands
Providenciales,Turks and Caicos Islands
Funafuti Atoll,Tuvalu
Christiansted,U.S. Virgin Islands
Frederiksted,U.S. Virgin Islands
Cruz Bay,U.S. Virgin Islands
Charlotte Amalie,U.S. Virgin Islands
Limetree Bay,U.S. Virgin Islands
Port Alucroix,U.S. Virgin Islands
Kerch,Ukraine
Feodosiya,Ukraine
Kherson,Ukraine
Illichivsk,Ukraine
Ust-Dunaisk,Ukraine
Odesa,Ukraine
Sudak,Ukraine
Reni,Ukraine
Yalta,Ukraine
Izmayil,Ukraine
Skadovs'k,Ukraine
Port Oktyabrsk,Ukraine
Dnipro-Buzkyy,Ukraine
Mariupol,Ukraine
Kyrylivka,Ukraine
Balaklava,Ukraine
Belgorod-Dnestrovsky,Ukraine
Yevpatoriya,Ukraine
Mykolayiv,Ukraine
Chornomors Ke,Ukraine
Henichesk,Ukraine
Khorly,Ukraine
Alushta,Ukraine
Yuzhnyy,Ukraine
Berdyansk,Ukraine
Sevastopol,Ukraine
Khawr Fakkan,United Arab Emirates
Zirkuh Oil Field,United Arab Emirates
Al Jazeera Port,United Arab Emirates
Umm Al Qaywayn,United Arab Emirates
Ajman,United Arab Emirates
Zirkuh,United Arab Emirates
Mina Saqr,United Arab Emirates
Mina Jabal Ali,United Arab Emirates
Sharjah Offshore Terminal,United Arab Emirates
Jazirat Das,United Arab Emirates
Abu Zaby,United Arab Emirates
Umm An Nar,United Arab Emirates
Jabal Az Zannah/ruways,United Arab Emirates
Hulaylah Oil Terminal,United Arab Emirates
Fateh Oil Terminal,United Arab Emirates
Ash Shariqah,United Arab Emirates
Dubayy,United Arab Emirates
Al Hamriyah Lpg Terminal,United Arab Emirates
Mubarraz Oil Terminal,United Arab Emirates
Al Fujayrah,United Arab Emirates
Rye Harbour,United Kingdom
Plockton,United Kingdom
Ornsay,United Kingdom
Southampton,United Kingdom
Tobermory,United Kingdom
Warren Point,United Kingdom
Watchet Harbor,United Kingdom
Perth,United Kingdom
Rothesay Harbor,United Kingdom
Tilbury,United Kingdom
Thamesport,United Kingdom
Penzance,United Kingdom
Ullapool,United Kingdom
South Ness,United Kingdom
Kilroot,United Kingdom
Belfast,United Kingdom
Peterhead,United Kingdom
Scarborough,United Kingdom
Tarbert,United Kingdom
Portree Harbor,United Kingdom
Larne,United Kingdom
Silloth,United Kingdom
Port Ellen,United Kingdom
Faslane,United Kingdom
Portland Harbour,United Kingdom
Stranraer,United Kingdom
Scapa Bay,United Kingdom
Wisbech,United Kingdom
Kilkeel,United Kingdom
Sharpness,United Kingdom
Burghead,United Kingdom
Ardrishaig,United Kingdom
Blyth,United Kingdom
Bridlington,United Kingdom
Goole,United Kingdom
Kingston Upon Hull,United Kingdom
Immingham,United Kingdom
Grimsby,United Kingdom
Berwick-Upon-Tweed,United Kingdom
Pierowall,United Kingdom
St. Mary's,United Kingdom
Great Yarmouth,United Kingdom
Lowestoft,United Kingdom
Felixstowe,United Kingdom
Renfrew,United Kingdom
Whitby,United Kingdom
King's Lynn,United Kingdom
Ipswich,United Kingdom
Leith,United Kingdom
Poole Harbour,United Kingdom
Buckie Harbor,United Kingdom
Lerwick,United Kingdom
Lochmaddy,United Kingdom
Par,United Kingdom
Seaham,United Kingdom
Mallaig,United Kingdom
Grangemouth,United Kingdom
Weymouth Harbour,United Kingdom
Aberdeen,United Kingdom
Montrose,United Kingdom
Sullom Voe,United Kingdom
Sheerness,United Kingdom
Yarmouth Harbour,United Kingdom
Dundee,United Kingdom
Fraserburgh Harbor,United Kingdom
Campbeltown,United Kingdom
Harwich,United Kingdom
Whitstable,United Kingdom
Cardiff,United Kingdom
Barry,United Kingdom
Milford Haven,United Kingdom
Manchester,United Kingdom
Liverpool,United Kingdom
Fleetwood,United Kingdom
Avonmouth,United Kingdom
Barrow In Furness,United Kingdom
Troon,United Kingdom
Ardglass,United Kingdom
Ayr,United Kingdom
Stromness,United Kingdom
Millport,United Kingdom
Glasgow,United Kingdom
Londonderry,United Kingdom
Gravesend,United Kingdom
Bristol,United Kingdom
Tynemouth,United Kingdom
Scrabster Harbor,United Kingdom
Rothesay Dock,United Kingdom
Teesport,United Kingdom
Dover Harbor,United Kingdom
Newhaven Harbour,United Kingdom
Cowes Harbour,United Kingdom
Bideford,United Kingdom
Brixham Harbour,United Kingdom
Wick,United Kingdom
Dartmouth Harbour,United Kingdom
Fowey Harbour,United Kingdom
Falmouth Harbour,United Kingdom
Hayle,United Kingdom
Teignmouth Harbour,United Kingdom
Padstow,United Kingdom
Littlehampton Harbour,United Kingdom
Warkworth Harbour,United Kingdom
Isle Of Grain,United Kingdom
Fawley Marine Terminal,United Kingdom
Port Talbot,United Kingdom
Scalloway,United Kingdom
Newport,United Kingdom
Lochboisdale,United Kingdom
Bird Port,United Kingdom
Hound Point Terminal,United Kingdom
New Holland,United Kingdom
Whitehall,United Kingdom
Caernarvon,United Kingdom
Garlston,United Kingdom
Broadford Bay,United Kingdom
Kyleakin,United Kingdom
Kyle Of Lochalsh,United Kingdom
Gairloch,United Kingdom
Aultbea,United Kingdom
Cromarty,United Kingdom
Lyness,United Kingdom
Kirkwall,United Kingdom
Kettletoft,United Kingdom
Dunbar,United Kingdom
Eyemouth,United Kingdom
Ardrossan,United Kingdom
Hartlepool,United Kingdom
Bowling,United Kingdom
Howdendyke,United Kingdom
Colchester,United Kingdom
Newlyn,United Kingdom
Portmahomack Harbor,United Kingdom
Neath,United Kingdom
Workington,United Kingdom
Lossiemouth,United Kingdom
Macduff,United Kingdom
Methil,United Kingdom
Burntisland,United Kingdom
Braefoot Bay Terminal,United Kingdom
Granton,United Kingdom
Plymouth,United Kingdom
Helmsdale Harbor,United Kingdom
Boston,United Kingdom
Swansea,United Kingdom
Castle Bay,United Kingdom
London,United Kingdom
Sunderland,United Kingdom
Chatham Docks,United Kingdom
Inverness,United Kingdom
Ramsgate,United Kingdom
Lochaline,United Kingdom
Craignure,United Kingdom
Portsmouth Harbour,United Kingdom
Glensanda,United Kingdom
Uig,United Kingdom
Oban,United Kingdom
Stornoway Harbor,United Kingdom
Crinan,United Kingdom
Bangor,United Kingdom
Heysham,United Kingdom
Liverpool Bay Terminal,United Kingdom
Fishguard,United Kingdom
Corpach,United Kingdom
Lamlash Harbor,United Kingdom
Invergordon,United Kingdom
Mostyn,United Kingdom
Mevagissey,United Kingdom
Shoreham Harbour,United Kingdom
Greenock,United Kingdom
Bridgwater,United Kingdom
Folkestone Harbour,United Kingdom
Lancaster,United Kingdom
Coleraine,United Kingdom
Fort William,United Kingdom
Rosyth,United Kingdom
St Margarets Hope,United Kingdom
Bridport Harbour,United Kingdom
Charlestown,United Kingdom
Finnart Oil Terminal,United Kingdom
Torquay Harbour,United Kingdom
Hunterston,United Kingdom
Holyhead,United Kingdom
Largs,United Kingdom
Old Kilpatrick,United Kingdom
Port Moller,United States
St Helens,United States
Snug Harbor,United States
Los Angeles,United States
New Bedford,United States
Trenton,United States
Norsworthy,United States
Samoa,United States
Benicia,United States
Two Rivers,United States
Mackinaw City,United States
Albany,United States
Fall River,United States
Ouzinkie,United States
Bridgeport,United States
Greenwich,United States
Gaviota,United States
Camden,United States
Whittier,United States
Long Beach,United States
New Harbor,United States
Valdez,United States
Morehead City,United States
Port William,United States
Stapleton SI,United States
Darien,United States
Brunswick,United States
Poulsbo,United States
Fernandina Beach,United States
Jacksonville,United States
Baytown,United States
Put In Bay,United States
Deer Park,United States
Bar Harbor,United States
Crockett,United States
Carpinteria,United States
Davenport,United States
Elizabeth City,United States
Mayport,United States
Fort Pierce,United States
Key West,United States
Carrabelle,United States
Baton Rouge,United States
Beaumont,United States
Galveston,United States
Brownsville,United States
Avalon,United States
Castine,United States
Hoboken,United States
Harbor Springs,United States
Youngstown,United States
Marinette,United States
Menominee,United States
Escanaba,United States
Washington Harbor,United States
Gladstone,United States
Valdez Marine Terminal,United States
Criehaven,United States
Tri-City Port,United States
Bodega Bay,United States
Washougal,United States
Newburyport,United States
Stonington,United States
Houston,United States
Bucksport,United States
Corea,United States
Friendship,United States
Port Clyde,United States
Robinhood,United States
Sinco,United States
Pemaquid Beach,United States
Alexandria,United States
Essex,United States
Port Socony,United States
Grasselli,United States
Matinicus,United States
Bucks Harbor,United States
Northeast Harbor,United States
Oconto,United States
Orcas,United States
Port Allen,United States
Tanani Point,United States
Monhegan,United States
Leland,United States
Newark,United States
Chester,United States
Camden,United States
Baltimore,United States
Frankfort,United States
Annapolis,United States
Prisoners,United States
Ventura,United States
Yerbabuena Island,United States
Isthmus Cove,United States
Salem Nj,United States
Bayonne,United States
Moss,United States
St Petersburg,United States
Portsmouth,United States
New Castle,United States
Winter Harbor,United States
Rockport,United States
Searsport,United States
Kewaunee,United States
Greenport,United States
Norfolk,United States
Algoma,United States
Minturn,United States
Sodus Bay,United States
Green Bay,United States
Philadelphia,United States
Wilmette,United States
Gardiner,United States
Tompkinsville SI,United States
Augusta,United States
Isleton,United States
Convent,United States
Havre De Grace,United States
Deepwater Point,United States
Yorktown,United States
North Haven,United States
Beverly,United States
Brooklin,United States
Toledo,United States
Gretna,United States
Edgewater,United States
Bristol,United States
Ellsworth,United States
Biloxi,United States
Freeport,United States
Monroe,United States
Frenchboro,United States
Courtland,United States
Cleveland,United States
Saco,United States
Sorrento,United States
West Point,United States
Point Richmond,United States
Reserve,United States
Santa Cruz,United States
Swans Island,United States
Toledo,United States
Port Ingleside,United States
Port Reading,United States
St Rose,United States
Port Chester,United States
Providence,United States
Sayreville,United States
Perth Amboy,United States
Port St Joe,United States
Port Aransas,United States
Carteret,United States
New York City,United States
Mare Island,United States
Apalachicola,United States
Port Oconnor,United States
Tampa,United States
Boca Grande,United States
Memphis,United States
Port Manatee,United States
Pasadena,United States
Walnut Grove,United States
Sausalito,United States
Clayton,United States
Ogdensburg,United States
Mount Desert,United States
Leonardo,United States
Norwalk,United States
Haymark Terminal,United States
Grand Isle,United States
Oleum,United States
Port Everglades,United States
Port Hueneme,United States
Gulfport,United States
Bass Harbor,United States
Brooklyn,United States
Newburgh,United States
Kingston,United States
Catskill,United States
Bayway,United States
Chrome,United States
City Island,United States
Boston,United States
Gloucester,United States
Bath,United States
Corpus Christi,United States
Orange,United States
Lake Charles,United States
Morgan City,United States
Loop Terminal,United States
Savannah,United States
Patchogue,United States
Elizabethport,United States
St. James,United States
South Bristol,United States
Miami,United States
Alameda,United States
Destrehan,United States
Berkeley,United States
Marblehead,United States
Wilmington,United States
Stonington,United States
Tiverton,United States
Port Isabel,United States
Tarpon Springs,United States
Pittsburg,United States
Portsmouth,United States
San Francisco,United States
Wilson Cove,United States
Texas City,United States
Salem,United States
Warwick,United States
Pensacola,United States
Mobile,United States
New Orleans,United States
Jersey City,United States
Troy,United States
Stamford,United States
Cundy Harbor,United States
New Haven,United States
New London,United States
Marcus Hook,United States
Madisonville,United States
Newport News,United States
Kennebunkport,United States
Boothbay Harbor,United States
Oakland,United States
Paulsboro,United States
Monterey,United States
South Amboy,United States
Morro Bay,United States
Port Jefferson,United States
Slidell,United States
Santa Barbara,United States
Rockland,United States
Sandypoint,United States
Poughkeepsie,United States
Shelton,United States
Rensselaer,United States
Weehawken,United States
Southport,United States
Pinole Point,United States
Yonkers,United States
Sewaren,United States
Semiahmoo,United States
Pukoo,United States
Point San Pablo,United States
Pismo Beach,United States
South Harpswell,United States
Thomaston,United States
Rio Vista,United States
Southwest Harbor,United States
Panama City,United States
Belfast,United States
Gulfport SI,United States
Port San Luis,United States
San Diego,United States
Winterport,United States
Vinalhaven,United States
Port Neches,United States
Antioch,United States
Quonset Point,United States
Rockport,United States
Portland,United States
El Segundo,United States
South Vallejo,United States
Tern Island,United States
Newport Beach,United States
Pascagoula,United States
Fort Bragg,United States
Mariners Harbor SI,United States
Port Richmond SI,United States
Stockton,United States
Sacramento,United States
Woods Hole,United States
Ellwood,United States
Skoot Cove,United States
Nantucket,United States
Todd,United States
Washington,United States
Ugashik,United States
Yakutat,United States
Machias,United States
Katalla,United States
Port Lavaca,United States
Dupont,United States
Kake,United States
The Dalles,United States
Trenton,United States
Bay City,United States
Baraga,United States
Munising,United States
Kanatak,United States
Chaumont,United States
Buffalo,United States
Dunkirk,United States
Seward,United States
Erie,United States
Washington Bay,United States
Port Ashton,United States
Raymond,United States
Port Heiden,United States
Port Armstrong,United States
Ekuk,United States
Port Royal,United States
Unga,United States
Koggiung,United States
Naknek,United States
Kiska,United States
Makushin,United States
Cannery Bay,United States
Akutan Harbor,United States
Cold Bay,United States
Pilot Point,United States
Ivanof Bay,United States
Chignik,United States
Bear Island,United States
Port Alexander,United States
Calcite,United States
Barbers Point Terminal,United States
Mahukona,United States
Napoopoo,United States
Nawiliwili Bay,United States
Port Chilkoot,United States
Savoonga,United States
Rockport,United States
Rose Inlet,United States
Dillingham,United States
Conneaut,United States
Ashtabula,United States
King Cove,United States
Dutch Harbor,United States
Adak Naval Air Station,United States
Constantine Harbor,United States
Tonawanda,United States
Shepard Point,United States
Clarks Point,United States
Trap Point,United States
Nome,United States
Deering,United States
Barrow,United States
Cheboygan,United States
Alexandria Bay,United States
Ludington,United States
Muskegon,United States
Grand Haven,United States
Holland,United States
Michigan City,United States
Gary,United States
Indiana Harbor,United States
Calumet Harbor,United States
Chicago,United States
Kenosha,United States
Baralof Bay,United States
Unalaska,United States
Larsen Bay,United States
Wainwright,United States
Lorain,United States
Huron,United States
Presque Isle,United States
Plymouth,United States
Detroit,United States
Algonac,United States
Marine City,United States
Bay City,United States
Wrangell,United States
Alabaster,United States
Au Sable,United States
Alpena,United States
Edenton,United States
Columbia,United States
Belhaven,United States
Bayboro,United States
New Bern,United States
Georgetown,United States
Charleston,United States
Waldport,United States
Beaufort,United States
Canaveral Harbor,United States
Winchester Bay,United States
Lazy Bay,United States
Milwaukee,United States
Scituate,United States
Port Hobron,United States
North Bend,United States
Empire,United States
Ahukini Landing,United States
Glenada,United States
La Pointe,United States
Eagle Harbor,United States
Copper Harbor,United States
L Anse,United States
Buffington,United States
Grantley Harbor,United States
Kwiguk,United States
Nash Harbor,United States
Bethel,United States
Egegik,United States
Massacre Bay,United States
Alcan Harbor,United States
Belkofski,United States
Hogg Island,United States
Dry Spruce Bay,United States
Karluk,United States
Kaumalapau Harbor,United States
Hana,United States
Kawaihae,United States
Coos Bay,United States
Kailua,United States
Gardiner,United States
Glen Cove,United States
Nonopapa,United States
Kamalo,United States
Hertford,United States
Harbor Beach,United States
Hyannis,United States
Machiasport,United States
Eastport,United States
Mccord,United States
Drift River,United States
Kenai,United States
Crab Bay,United States
Letnikof Cove,United States
Kimshan Cove,United States
Little Port Walter,United States
Big Port Walter,United States
Bay Of Pillars,United States
Burnett Inlet,United States
Loring,United States
George Inlet,United States
Hidden Inlet,United States
Hyder,United States
East Bremerton,United States
Creosote,United States
Florence,United States
Kotlik,United States
Ocean City,United States
Mystic,United States
Kalama,United States
Ilwaco,United States
Depoe Bay,United States
Cushman,United States
Latouche,United States
Coal Point,United States
Cornucopia,United States
Ontonagon,United States
Houghton,United States
Three Saints Bay,United States
Union Bay,United States
Port Orchard,United States
Unalakleet,United States
Shishmaref,United States
Rouge River,United States
Port Angeles,United States
Ward Cove,United States
Port Conclusion,United States
Vancouver,United States
Great Lakes,United States
Bernard Harbor,United States
Kotzebue,United States
Hamilton,United States
Hoodsport,United States
Norwich,United States
Craig,United States
Blaine,United States
Noank,United States
Montauk Harbor,United States
Fairport,United States
Atlantic City,United States
Gloucester,United States
Burlington,United States
Hyannis Port,United States
Lynn,United States
Davisville Depot,United States
Barnegat,United States
Milbridge,United States
Ninilchik,United States
Fredericksburg,United States
Hood Bay,United States
Elfin Cove,United States
Fishermans Harbor,United States
Ketchikan,United States
Bristol,United States
Coupeville,United States
Camas,United States
